id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
13922,,LONG BEACH HOTEL,DINNER,COMMERCIAL,"LONG BEACH, LI, [NY];",CARD; 5.0X8.0;,,,1900-4086,,,8/19/1900,Long Beach Hotel,,,,complete,2,56
13923,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,ABOARD SS KASUGA;,BROADSIDE; 5.5X7.75;,,HAND WRITTEN;,1900-4089,,,8/19/1900,Nippon Yusen Kaisha,,,,complete,2,15
13926,,?,DINNER,?,,FOLDER; ILLUS; COL; 5.5X6.5;,[COMPLIMENTARY TO COMMODORE C. WE. BLISS],"ILLUS, DRAWING OF CUT WATERMELON WITH KNIFE PLUNGED INTO FLESH OF WATERMELON; HAND WRITTEN: ""COMPLIMENTARY TO COMMODORE C. W. BLISS""; INSIDE COVER, TONGUE-IN-CHEEK DEDICATION TO COMMODORE C. W. BLISS AND HIS CREW;",1900-4096,,,8/20/1900,?,,,,complete,4,35
13927,,HOTEL VICTORY,BREAKFAST,COMMERCIAL,"PUT-IN-BAY ISLAND, LAKE ERIE, OH;",BROADSHEET; 4.5X6.75;,,,1900-4097,,,8/20/1900,Hotel Victory,,,,complete,2,55
13928,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,ABOARD SS KAMAKURA MARU;,BROADSIDE; 5.5X7.75;,,HAND WRITTEN;,1900-4106,,,8/20/1900,Nippon Yusen Kaisha,,,,complete,2,19
13929,,CHICAGO BEACH HOTEL,BREAKFAST,COMMERCIAL,,CARD;ILLUS;COL;4.25X8.50;,DAILY;,COMPANY EMBLEM;,1900-4827,,,10/30/1900,Chicago Beach Hotel,,,,complete,2,47
13930,,CHICAGO BEACH HOTEL,DINNER,COMMERCIAL,,CARD;ILLUS;COL;4.25X8.50;,DAILY;,COMPANY EMBLEM;,1900-4829,,,10/30/1900,Chicago Beach Hotel,,,,complete,2,32
13931,,PALACE HOTEL RESTAURAT,DINNER,COMMERCIAL,"[SAN FRANCISCO,CA]",CARD;6.25X10.75;,DAILY;,"CORKAGE $1 PER BOTTLE;ONE SIDE IN ENGLISH,ONE IN FRENCH;",1900-4831,,,10/31/1900,Palace Hotel Restaurat,,Dollars,$,complete,2,421
13932,,PALACE HOTEL CAFE,BREAKFAST,COMMERCIAL,"[SAN FRANCISCO,CA]",CARD;6.25X10.75;,DAILY;,"CORKAGE $1 PER BOTTLE;HANDWRITTEN DATE;ONE SIDE OF CARD IN ENGLISH,ONE IN FRENCH;",1900-4832,,,10/31/1900,Palace Hotel Cafe,,Dollars,$,complete,2,279
13933,,PALACE HOTEL CAFE,SUPPER,COMMERCIAL,"SAN FRANCISCO,[CA?]",CARD;6.25X10.75;,DAILY;,CORKAGE $1 PER BOTTLE;,1900-4833,,,10/31/1900,Claremont Hotel,,Dollars,$,complete,2,122
13934,,BOSTON & BANGOR STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,SS MOUNT DESERT,CARD;4.25X6.75;,DAILY;,HANDWRITTEN DATE PROBABLY INSERTED LATER;HANDWRITTEN ON BACK MISS LEFFINGWELL;,1900-4268,,,9/2/1900,Boston & Bangor Steamship Company,,,,complete,2,20
13935,,C.SCHMID,DAILY MENU,COMMERCIAL,"KAISER-RESTAURANT,61A KAISER FRIEDRICHSTRASSE,CHARLOTTENBURG",BROADSHEET;9X11.5;,DAILY;,FOOD WITHOUT DRINKS CHARGED EXTRA;DRINKS LIST;SEPARATE WINE LIST PROFFERED;,1900-4269,,,9/2/1900,C.Schmid,,Deutsche Marks,DM,complete,2,46
13936,,,,,,,,,,,,9/2/1900,C.Schmid,,Deutsche Marks,DM,complete,2,42
13937,,,,,,,,,,,,9/2/1900,C.Schmid,,Deutsche Marks,DM,complete,2,45
13938,,PROFILE HOUSE/HOTEL VENDOME,DINNER,COMMERCIAL,"BOSTON, MA",FOLDER; ILLUS; COL; 3.5X6.0;,,"ILLUS, GOLD SHIELD SURMOUNTED BY EAGLE, COIN WITH HEAD IN PROFILE SURROUNDED BY WORDS, ""THE OLD MAN OF THE MOUNTAIN, BC 2000"";",1900-4271,,,9/3/1900,Profile House/Hotel Vendome,,,,complete,4,46
13940,,ZUM FRANCISKANER/OSCAR BEGAUER,LUNCH/MITTAGS-KARTE,COMMERCIAL,"BERLIN NW, GEORGEN-STRASSE NR. 13; [GERMANY]",FOLDER; ILLUS; COL; 6.5X10.5;,DAILY;,"COVER ILLUS, MONK HOLDING TRAY OF BREAD AND WINE IN ARCHITECTUAL SETTING; DATE HAND-WRITTEN BY FEB?; MENU PARTLY PRINTED, PARTLY FILLED IN WITH PURPLE INK PRINTING;",1900-4286,,,9/4/1900,Zum Franciskaner/Oscar Begauer,,Deutsche Marks,DM,complete,4,77
13942,,SUIZO HOTEL,MENU,COMMERCIAL,"CORDOBA, [?SPAIN]",BROADSIDE; ILLUS; COL; 5.75X8.75;,,SPANISH; [DATE HANDWRITTEN]; ILLUSTRATION OF BENEDICTINE BOTTLE & RED SEAL; DRAWING OF CITY AT TOP OF MENU;,1900-4443,,,9/23/1900,Suizo Hotel,,,,complete,2,8
13943,,HADDON HALL,BREAKFAST,COMMERCIAL,"[ATLANTIC CITY, NJ]",BROADSIDE; ILLUS; COL; 5X7;,,SKETCH OF GOLFER AT TOP OF MENU;,1900-4444,,,9/23/1900,Haddon Hall,,,,complete,2,72
13944,,NORDEUTSCHER LLOYD BREMEN,DINNER,COMMERCIAL,"DAMPFER ""ALLER""",FOLDER; ILLUS; COL; 5.25X7.5;,,GERMAN & ENGLISH; CONCERT PROGRAM ON BACK COVER; SKETCH OF STEAMSHIP & SAILBOATS ON COVER;,1900-4452,,,9/23/1900,Nordeutscher Lloyd Bremen,,,,complete,4,36
13945,,NIPPON PUSEN KAISHA,BREAKFAST,COMMERCIAL,"S.S. ""KOBE WARU""",BROADSIDE; ILLUS; 5.5X7.5;,,HANDWRITTEN; DECORATIVE RED BORDER;,1900-4459,,,9/24/1900,Nippon Pusen Kaisha,,,,complete,2,23
13946,,NIPPON PUSEN KAISHA,TIFFIN,COMMERCIAL,"S.S. ""KOBE WARU""",BROADSIDE; ILLUS; 5.5X7.5;,,HANDWRITTEN; DECORATIVE RED BORDER;,1900-4460,,,9/24/1900,Nippon Yusen Kaisha,,,,complete,2,19
13947,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,"EN ROUTE ABOARD S.S. ""KOBE WARU""",BROADSHEET; COL; ILLUS; 10.25 X 9.5;,DAILY MENU;,HANDWRITTEN; COLOR ILLUSTRATION OF MAN HOLDING ALOFT A DRUM & A SECOND MAN CARRYING AN OPEN BAG; STEAMSHIP ROUTES ON BACK OF MENU;,1900-4461,,,9/24/1900,Nippon Yusen Kaisha,,,,complete,2,17
13948,,INTERNATIONALE KOCHKUNST-AUSSTELLUNG,BANQUET HONORING JUDGING COLLEAGUES,"OTHER,(TRADE ASSOCIATION)","GRAND HOTEL,PARISER HOF,FRANKFURT A.M.,[GERMANY]",FOLDER;ILLUS;COL;4X6.75;,COMPLIMENTARY/TESTIMONIAL,HOTEL MONOGRAM;CITY SCENE ON BACK;POSSIBLE MISSING FASTENING MATERIAL AT LEFT;,1900-4687,,,10/13/1900,Internationale Kochkunst Ausstellung,,,,complete,4,11
13949,,?,TWO HUNDREDTH BANQUET,,"(HOTEL FLEURET,5 AVE-18 ST.NY?)",CARD;ILLUS;8.5X10;,,"GRAVEYARD SCENE WITH SCAFFOLD WITH INSCRIPTION ""MORITUR YE SALUTAMUS;4 COPIES;HANDWRITTEN PLACE ON THIRD COPY;FRENCH MENU;",1900-4688,,,10/13/1900,?,,,,complete,2,13
13950,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS. KOHE MARU,BROADSHEET; COL; ILLUS; 10.25 X 9.5;,DAILY MENU;,HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;,1900-4694,,,10/14/1900,Nippon Yusen Kaisha,,,,complete,2,19
13951,,GRISWOLD HOUSE,DINNER,COMMERCIAL,"(DETROIT,MI?)",FOLDER;ILLUS;COL;5X7.5;,DAILY;,BUILDING PICTURED ONCOVER;HOTEL EMBLEM;MUSICAL PROGRAM;HANDWRITTEN DATE;,1900-4699,,,10/14/1900,Griswold House,,,,complete,4,47
13952,,PALACE HOTEL,BREAKFAST,COMMERCIAL,"[SAN FRANCISCO,CA]",CARD;6.25X10.75;,DAILY;,DATE HANDWRITTEN;,1900-4834,,,10/31/1900,Palace Hotel,,,,complete,2,63
13953,,PALACE HOTEL,LUNCH,COMMERCIAL,"SAN FRANCISCO,[CA?]",CARD;6.25X10.75;,DAILY;,,1900-4835,,,10/31/1900,Palace Hotel,,,,complete,2,37
13954,,PALACE HOTEL,DINNER,COMMERCIAL,"SAN FRANCISCO,CA",CARD;5.5X9.5,DAILY;,,1900-4836,,,10/31/1900,Palace Hotel,,,,complete,2,51
13955,,HOTEL GRUNEWALD,LUNCH,COMMERCIAL,"NEW ORLEANS,[LA?]",CARD;ILLUS;5.25X8/25;,DAILY;,MUSICAL PROGRAM;WINE;,1900-4840,,,10/31/1900,Hotel Grunewald,,,,complete,2,21
13956,,DENVER & RIO GRANDE RAILROAD AND RIO GRANDE WESTERN RAILWAY,LUNCHEON,COMMERCIAL,,CARD;ILLUS;COL;5X6;,RELIGIOUS HOLIDAY,EXTRA LENTEN MENU;CROSS;FISH;DATE 1900 HANDWRITTEN IN GREEN INK TO MATCH MENU INK;3 COPIES,1900-4850,,,1/1/1900,Denver & Rio Grande Railroad And Rio Grande Western Railway,,Dollars,$,complete,2,10
13958,,ZUM FRANCISKANER/OSCAR BEGAUER,DINNER/ABEND-KARTE,COMMERCIAL,"BERLIN NW, GEORGEN-STRASSE NR. 13; [GERMANY]",FOLDER; ILLUS; COL; 6.5X12.0;,DAILY;,"COVER ILLUS, MONK HOLDING TRAY OF BREAD AND WINE IN ARCHITECTUAL SETTING; DATE HAND-WRITTEN BY FEB?; MENU PARTLY PRINTED, PARTLY FILLED IN WITH PURPLE INK PRINTING; PRICED SPIRITS LIST;",1900-4287,,,9/4/1900,Zum Franciskaner/Oscar Begauer,,Deutsche Marks,DM,complete,2,90
13959,,NIPPON YUSEN KAISHA,[DINNER],COMMERCIAL,ABOARD SS KASUGA;,BROADSHEET; ILLUS; COL; 10.5X9.5;,,"HAND WRITTEN; ILLUS, YOUTHS IN JAPANESE COSTUME, CARRYING FLOAT;  REVERSE SIDE, MAP OF INDIAN OCEAN SHOWING THE STEAMER TRACKS OF THE NIPPON YUSEN KAISHA;",1900-4289,,,9/5/1900,Nippon Yusen Kaisha,,,,complete,2,16
13960,,NORDEUTSCHER LLOYD,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD HERZOGIN SOPHIE CHARLOTTE,CARD; ILLUS; COL; 5.5 X 8;,,MENU IN GERMAN AND ENGLISH; IMPRINTED ON BACK AS POSTCARD; ILLUSTRATION OF SAILING SHIP BARBAROSSA;,1900-4293,,,9/5/1900,Nordeutscher Lloyd,,,,complete,2,72
13963,,USMS NEW YORK,LUNCHEON,COMMERCIAL,,CARD;ILLUS;COL;4X6.25;,DAILY;,FLAG;PRICES WINE LIST ON BACK,1900-5004,,,12/12/1900,Usms New York,,Dollars,$,complete,2,104
13964,,USMS NEW YORK,DINNER,COMMERCIAL,,CARD;ILLUS;COL;4X6.25;,DAILY;,FLAG;PRICES WINE LIST ON BACK,1900-5005,,,12/12/1900,U.S.M.S. New York,,Dollars,$,complete,2,103
13967,,S.P.S.A.A.,MENU,[EDUC];,"MANHATTAN HOTEL, NEW YORK, NY",CARD; 3.75X6.75;,,"[ORGANIZATION IDENTIFIED BY FEB ON BACK OF MENU: ST. PAUL'S SCHOOL ALUMNU ASSOCIATION, CONCORD, NH];",1900-5011,,,12/12/1900,S.P.S.A.A.,,,,complete,2,18
13968,,BAPTIST SOCIAL UNION OF NEW YORK,MENU,REL;,"MANHATTAN HOTEL, NEW YORK, NY",CARD; ILLUS; COL; 4.75X6.75;,,PROGRAM SPEAKER IDENTIFIED ON BOTTOM OF MENU;,1900-5012,,,12/12/1900,Baptist Social Union Of New York,,,,complete,2,18
13971,,WILLIAMS ALUMNI ASSOCIATION OF NEW YORK,DINNER,EDUC;,"DELMONICO'S, NEW YORK, NY",BOOKLET; ILLUS; COL; 5.25X7;,OTHER (REUNION);,"FRENCH; INCLUDES SPEAKERS, OFFICERS, EXECUTIVE COMMITTEE; COLLEGE SEAL ON COVER;",1900-5021,,,12/14/1900,Williams Alumni Association Of New York,,,,complete,4,18
13972,,MICHIGAN SOCIETY SONS OF THE AMERICAN REVOLUTION,"BANQUET COMMEMORATING ""THE BOSTON TEA PARTY""",PAT;,"RUSSELL HOUSE,[ ?], MI",CARD; 4.5X4.5;,ANNIVERSARY;,"FRENCH; INCLUDES WINES SERVED WITH INDIVIDUAL COURSES (ALSO MANHATTAN COCKTAIL WITH HORS D'OEUVRE); TWO SEPARATE CARDS, ONE FOR CEREMONIES AND ONE FOR MENU;",1900-5022,,,12/14/1900,Michigan Society Sons Of The American Revolution,,,,complete,4,27
13973,,A.U.S.V.,MENU,MIL;,"MANHATTAN HOTEL, NEW YORK, NY",BROADSIDE; ILLUS; 5.5X7;,[?REUNION?];,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; ARMY SEAL AT TOP;,1900-5024,,,12/14/1900,A.U.S.V.,,,,complete,2,13
13974,,CIVIL SERVICE REFORM ASSOCIATION OF NEW YORK,DINNER TENDERED TO DELEGATES TO THE TWENTIETH ANNUAL MEETING OF THE NATION CIVIL SERVICE REFORM LEAGUE,GOVT;,"SAVOY HOTEL, NEW YORK, NY",CARD; ILLUS; COL; 4.5X6.5;,COMPLIMENTARY/TESTIMONIAL,FRENCH; HOTEL SEAL AT TOP;',1900-5025,,,12/14/1900,Civil Service Reform Association Of New York,,,,complete,2,16
13975,,LOTOS CLUB,"DINNER IN HONOR OF WU TING-FAN, HIS IMPERIAL CHINESE MAJESTY'S ENVOY EXTRAORDINARY AND MINISTER PLENIPOTENTIARY TO THE UNITED STATES, SPAIN AND PERU",SOC;,"LOTOS CLUB, NEW YORK, NY",FOLDER; ILLUS; COL; 10.5X10;,COMPLIMENTARY/TESTIMONIAL,"MENU IN ENGLISH & CHINESE; DRAGON ON COVER; CHINESE SCROLL PRESENTATION, ONE FOR EVENT ANNOUNCEMENT, ONE FOR PHOTOGRAPH OF HONORED GUEST, ONE FOR MENU; SILK RIBBON BOW ON OUTSIDE;",1900-5026,,,12/15/1900,Lotos Club,,,,complete,6,14
